timestep,date,node,S,E,I,R
199,2019-07-19,9,421,0,0,9157
199,2019-07-19,10,171,0,0,3821
199,2019-07-19,11,435,0,0,7184
199,2019-07-19,12,502,0,0,6915
199,2019-07-19,13,748,0,0,11002
200,2019-07-20,0,55,0,0,2496
200,2019-07-20,1,58,0,0,1749
200,2019-07-20,2,103,0,0,2348
200,2019-07-20,3,181,0,0,3481
200,2019-07-20,4,452,0,0,6620
200,2019-07-20,5,253,0,0,3534
200,2019-07-20,6,635,0,0,9658
200,2019-07-20,7,653,0,0,10611
200,2019-07-20,8,588,0,0,8912
200,2019-07-20,9,421,0,0,9157
200,2019-07-20,10,171,0,0,3821
200,2019-07-20,11,435,0,0,7184
200,2019-07-20,12,502,0,0,6915
200,2019-07-20,13,748,0,0,11002
201,2019-07-21,0,55,0,0,2496
201,2019-07-21,1,58,0,0,1749
201,2019-07-21,2,103,0,0,2347
201,2019-07-21,3,181,0,0,3481
201,2019-07-21,4,452,0,0,6620
201,2019-07-21,5,253,0,0,3534
201,2019-07-21,6,635,0,0,9658
201,2019-07-21,7,653,0,0,10611
201,2019-07-21,8,588,0,0,8911
201,2019-07-21,9,421,0,0,9157
201,2019-07-21,10,171,0,0,3821
201,2019-07-21,11,435,0,0,7184
201,2019-07-21,12,502,0,0,6915
201,2019-07-21,13,748,0,0,11001
202,2019-07-22,0,55,0,0,2496
202,2019-07-22,1,58,0,0,1749
202,2019-07-22,2,103,0,0,2347
202,2019-07-22,3,181,0,0,3481
202,2019-07-22,4,452,0,0,6620
202,2019-07-22,5,253,0,0,3534
202,2019-07-22,6,635,0,0,9658
202,2019-07-22,7,653,0,0,10611
202,2019-07-22,8,588,0,0,8911
202,2019-07-22,9,421,0,0,9157
202,2019-07-22,10,171,0,0,3821
202,2019-07-22,11,435,0,0,7184
202,2019-07-22,12,502,0,0,6914
202,2019-07-22,13,748,0,0,11001
203,2019-07-23,0,55,0,0,2496
203,2019-07-23,1,58,0,0,1749
203,2019-07-23,2,103,0,0,2347
203,2019-07-23,3,179,0,0,3451
203,2019-07-23,4,454,0,0,6620
203,2019-07-23,5,254,0,0,3534
203,2019-07-23,6,639,0,0,9658
203,2019-07-23,7,657,0,0,10611
203,2019-07-23,8,592,0,0,8911
203,2019-07-23,9,425,0,0,9157
203,2019-07-23,10,173,0,0,3821
203,2019-07-23,11,438,0,0,7184
203,2019-07-23,12,505,0,0,6914
203,2019-07-23,13,753,0,0,11001
204,2019-07-24,0,55,0,0,2496
204,2019-07-24,1,58,0,0,1749
204,2019-07-24,2,103,0,0,2347
204,2019-07-24,3,179,0,0,3451
204,2019-07-24,4,454,0,0,6619
204,2019-07-24,5,254,0,0,3534
204,2019-07-24,6,639,0,0,9657
204,2019-07-24,7,657,0,0,10610
204,2019-07-24,8,592,0,0,8911
204,2019-07-24,9,425,0,0,9157
204,2019-07-24,10,173,0,0,3821
204,2019-07-24,11,438,0,0,7184
204,2019-07-24,12,505,0,0,6914
204,2019-07-24,13,753,0,0,11001
205,2019-07-25,0,55,0,0,2496
205,2019-07-25,1,58,0,0,1749
205,2019-07-25,2,103,0,0,2347
205,2019-07-25,3,179,0,0,3451
205,2019-07-25,4,454,0,0,6619
205,2019-07-25,5,254,0,0,3534
205,2019-07-25,6,639,0,0,9657
205,2019-07-25,7,657,0,0,10610
205,2019-07-25,8,592,0,0,8911
205,2019-07-25,9,425,0,0,9157
205,2019-07-25,10,173,0,0,3821
205,2019-07-25,11,438,0,0,7183
205,2019-07-25,12,505,0,0,6914
205,2019-07-25,13,753,0,0,11001
206,2019-07-26,0,55,0,0,2496
206,2019-07-26,1,58,0,0,1749
206,2019-07-26,2,103,0,0,2347
206,2019-07-26,3,179,0,0,3451
206,2019-07-26,4,454,0,0,6619
206,2019-07-26,5,254,0,0,3534
206,2019-07-26,6,639,0,0,9657
206,2019-07-26,7,657,0,0,10610
206,2019-07-26,8,592,0,0,8911
206,2019-07-26,9,425,0,0,9157
206,2019-07-26,10,173,0,0,3821
206,2019-07-26,11,438,0,0,7183
206,2019-07-26,12,505,0,0,6914
206,2019-07-26,13,753,0,0,11001
207,2019-07-27,0,55,0,0,2496
207,2019-07-27,1,58,0,0,1749
207,2019-07-27,2,103,0,0,2346
207,2019-07-27,3,179,0,0,3451
207,2019-07-27,4,454,0,0,6619
207,2019-07-27,5,254,0,0,3534
207,2019-07-27,6,639,0,0,9657
207,2019-07-27,7,657,0,0,10610
207,2019-07-27,8,592,0,0,8911
207,2019-07-27,9,425,0,0,9156
207,2019-07-27,10,173,0,0,3821
207,2019-07-27,11,438,0,0,7183
207,2019-07-27,12,505,0,0,6914
207,2019-07-27,13,753,0,0,11000
208,2019-07-28,0,55,0,0,2495
208,2019-07-28,1,58,0,0,1749
208,2019-07-28,2,103,0,0,2346
208,2019-07-28,3,179,0,0,3451
208,2019-07-28,4,454,0,0,6619
208,2019-07-28,5,254,0,0,3534
208,2019-07-28,6,639,0,0,9657
208,2019-07-28,7,657,0,0,10610
208,2019-07-28,8,592,0,0,8910
208,2019-07-28,9,425,0,0,9156
208,2019-07-28,10,173,0,0,3821
208,2019-07-28,11,438,0,0,7182
208,2019-07-28,12,505,0,0,6914
208,2019-07-28,13,753,0,0,11000
209,2019-07-29,0,55,0,0,2495
209,2019-07-29,1,58,0,0,1749
209,2019-07-29,2,103,0,0,2346
209,2019-07-29,3,179,0,0,3450
209,2019-07-29,4,454,0,0,6619
209,2019-07-29,5,254,0,0,3533
209,2019-07-29,6,639,0,0,9657
209,2019-07-29,7,657,0,0,10610
209,2019-07-29,8,592,0,0,8910
209,2019-07-29,9,425,0,0,9156
209,2019-07-29,10,173,0,0,3821
209,2019-07-29,11,438,0,0,7182
209,2019-07-29,12,505,0,0,6914
209,2019-07-29,13,753,0,0,11000
210,2019-07-30,0,55,0,0,2495
210,2019-07-30,1,58,0,0,1749
210,2019-07-30,2,103,0,0,2346
210,2019-07-30,3,172,0,0,3429
210,2019-07-30,4,455,0,0,6618
210,2019-07-30,5,255,0,0,3533
210,2019-07-30,6,642,0,0,9656
210,2019-07-30,7,660,0,0,10610
210,2019-07-30,8,595,0,0,8910
210,2019-07-30,9,429,0,0,9156
210,2019-07-30,10,175,0,0,3821
210,2019-07-30,11,441,0,0,7182
210,2019-07-30,12,508,0,0,6914
210,2019-07-30,13,757,0,0,10999
211,2019-07-31,0,55,0,0,2495
211,2019-07-31,1,58,0,0,1749
211,2019-07-31,2,103,0,0,2346
211,2019-07-31,3,172,0,0,3429
211,2019-07-31,4,455,0,0,6618
211,2019-07-31,5,255,0,0,3533
211,2019-07-31,6,642,0,0,9655
211,2019-07-31,7,660,0,0,10608
211,2019-07-31,8,595,0,0,8910
211,2019-07-31,9,429,0,0,9156
211,2019-07-31,10,175,0,0,3821
211,2019-07-31,11,441,0,0,7182
211,2019-07-31,12,508,0,0,6914
211,2019-07-31,13,757,0,0,10999
212,2019-08-01,0,55,0,0,2495
212,2019-08-01,1,58,0,0,1749
212,2019-08-01,2,103,0,0,2346
212,2019-08-01,3,172,0,0,3429
212,2019-08-01,4,455,0,0,6618
212,2019-08-01,5,255,0,0,3533
212,2019-08-01,6,642,0,0,9655
212,2019-08-01,7,660,0,0,10608
212,2019-08-01,8,595,0,0,8910
212,2019-08-01,9,429,0,0,9156
212,2019-08-01,10,175,0,0,3821
212,2019-08-01,11,441,0,0,7182
212,2019-08-01,12,508,0,0,6913
212,2019-08-01,13,757,0,0,10999
213,2019-08-02,0,55,0,0,2495
213,2019-08-02,1,58,0,0,1749
213,2019-08-02,2,103,0,0,2345
213,2019-08-02,3,172,0,0,3429
213,2019-08-02,4,455,0,0,6618
213,2019-08-02,5,255,0,0,3533
213,2019-08-02,6,642,0,0,9655
213,2019-08-02,7,660,0,0,10608
213,2019-08-02,8,595,0,0,8909
213,2019-08-02,9,429,0,0,9156
213,2019-08-02,10,175,0,0,3820
213,2019-08-02,11,441,0,0,7182
213,2019-08-02,12,508,0,0,6913
213,2019-08-02,13,757,0,0,10998
214,2019-08-03,0,55,0,0,2495
214,2019-08-03,1,58,0,0,1749
214,2019-08-03,2,103,0,0,2345
214,2019-08-03,3,172,0,0,3429
214,2019-08-03,4,455,0,0,6618
214,2019-08-03,5,255,0,0,3533
214,2019-08-03,6,642,0,0,9655
214,2019-08-03,7,660,0,0,10608
214,2019-08-03,8,595,0,0,8909
214,2019-08-03,9,429,0,0,9155
214,2019-08-03,10,175,0,0,3820
214,2019-08-03,11,441,0,0,7181
214,2019-08-03,12,508,0,0,6913
214,2019-08-03,13,757,0,0,10998
215,2019-08-04,0,55,0,0,2495
215,2019-08-04,1,58,0,0,1749
215,2019-08-04,2,103,0,0,2345
215,2019-08-04,3,172,0,0,3429
215,2019-08-04,4,455,0,0,6617
215,2019-08-04,5,255,0,0,3533
215,2019-08-04,6,642,0,0,9655
215,2019-08-04,7,660,0,0,10608
215,2019-08-04,8,595,0,0,8909
215,2019-08-04,9,429,0,0,9155
215,2019-08-04,10,175,0,0,3820
215,2019-08-04,11,441,0,0,7181
215,2019-08-04,12,508,0,0,6913
215,2019-08-04,13,757,0,0,10998
216,2019-08-05,0,55,0,0,2495
216,2019-08-05,1,58,0,0,1748
216,2019-08-05,2,103,0,0,2345
216,2019-08-05,3,172,0,0,3429
216,2019-08-05,4,455,0,0,6616
216,2019-08-05,5,255,0,0,3533
216,2019-08-05,6,642,0,0,9654
216,2019-08-05,7,660,0,0,10608
216,2019-08-05,8,595,0,0,8908
216,2019-08-05,9,429,0,0,9154
216,2019-08-05,10,175,0,0,3820
216,2019-08-05,11,441,0,0,7181
216,2019-08-05,12,508,0,0,6913
216,2019-08-05,13,757,0,0,10997
217,2019-08-06,0,55,0,0,2495
217,2019-08-06,1,58,0,0,1747
217,2019-08-06,2,103,0,0,2345
217,2019-08-06,3,169,0,0,3404
217,2019-08-06,4,456,0,0,6616
217,2019-08-06,5,256,0,0,3532
217,2019-08-06,6,645,0,0,9654
217,2019-08-06,7,664,0,0,10607
217,2019-08-06,8,599,0,0,8908
217,2019-08-06,9,433,0,0,9154
217,2019-08-06,10,176,0,0,3820
217,2019-08-06,11,444,0,0,7181
217,2019-08-06,12,511,0,0,6913
217,2019-08-06,13,761,0,0,10996
218,2019-08-07,0,55,0,0,2495
218,2019-08-07,1,58,0,0,1747
218,2019-08-07,2,103,0,0,2345
218,2019-08-07,3,169,0,0,3404
218,2019-08-07,4,456,0,0,6616
218,2019-08-07,5,256,0,0,3532
218,2019-08-07,6,645,0,0,9654
218,2019-08-07,7,664,0,0,10607
218,2019-08-07,8,599,0,0,8908
218,2019-08-07,9,433,0,0,9154
218,2019-08-07,10,176,0,0,3820
218,2019-08-07,11,444,0,0,7181
218,2019-08-07,12,511,0,0,6913
218,2019-08-07,13,761,0,0,10996
219,2019-08-08,0,55,0,0,2495
219,2019-08-08,1,58,0,0,1747
219,2019-08-08,2,103,0,0,2345
219,2019-08-08,3,169,0,0,3403
219,2019-08-08,4,456,0,0,6616
219,2019-08-08,5,256,0,0,3532
219,2019-08-08,6,645,0,0,9654
219,2019-08-08,7,664,0,0,10607
219,2019-08-08,8,599,0,0,8908
219,2019-08-08,9,433,0,0,9154
219,2019-08-08,10,176,0,0,3820
219,2019-08-08,11,444,0,0,7181
219,2019-08-08,12,511,0,0,6913
219,2019-08-08,13,761,0,0,10995
220,2019-08-09,0,55,0,0,2494
220,2019-08-09,1,58,0,0,1747
220,2019-08-09,2,103,0,0,2345
220,2019-08-09,3,169,0,0,3403
220,2019-08-09,4,456,0,0,6616
220,2019-08-09,5,256,0,0,3531
220,2019-08-09,6,645,0,0,9654
220,2019-08-09,7,664,0,0,10607
220,2019-08-09,8,599,0,0,8908
220,2019-08-09,9,433,0,0,9154
220,2019-08-09,10,176,0,0,3820
220,2019-08-09,11,444,0,0,7181
220,2019-08-09,12,511,0,0,6913
220,2019-08-09,13,761,0,0,10995
221,2019-08-10,0,55,0,0,2494
221,2019-08-10,1,58,0,0,1747
221,2019-08-10,2,103,0,0,2345
221,2019-08-10,3,169,0,0,3403
221,2019-08-10,4,456,0,0,6616
221,2019-08-10,5,256,0,0,3531
221,2019-08-10,6,645,0,0,9654
221,2019-08-10,7,664,0,0,10607
221,2019-08-10,8,599,0,0,8908
221,2019-08-10,9,433,0,0,9154
221,2019-08-10,10,176,0,0,3820
221,2019-08-10,11,444,0,0,7181
221,2019-08-10,12,511,0,0,6912
221,2019-08-10,13,761,0,0,10995
222,2019-08-11,0,55,0,0,2493
222,2019-08-11,1,58,0,0,1747
222,2019-08-11,2,103,0,0,2345
222,2019-08-11,3,169,0,0,3402
222,2019-08-11,4,456,0,0,6615
222,2019-08-11,5,256,0,0,3531
222,2019-08-11,6,645,0,0,9653
222,2019-08-11,7,664,0,0,10607
222,2019-08-11,8,599,0,0,8908
222,2019-08-11,9,433,0,0,9153
222,2019-08-11,10,176,0,0,3820
222,2019-08-11,11,444,0,0,7181
222,2019-08-11,12,511,0,0,6911
222,2019-08-11,13,761,0,0,10995
223,2019-08-12,0,55,0,0,2493
223,2019-08-12,1,58,0,0,1747
223,2019-08-12,2,103,0,0,2345
223,2019-08-12,3,169,0,0,3402
223,2019-08-12,4,456,0,0,6615
223,2019-08-12,5,256,0,0,3531
223,2019-08-12,6,645,0,0,9653
223,2019-08-12,7,664,0,0,10607
223,2019-08-12,8,599,0,0,8907
223,2019-08-12,9,433,0,0,9153
223,2019-08-12,10,176,0,0,3820
223,2019-08-12,11,444,0,0,7181
223,2019-08-12,12,511,0,0,6911
223,2019-08-12,13,761,0,0,10995
224,2019-08-13,0,55,0,0,2493
224,2019-08-13,1,58,0,0,1747
224,2019-08-13,2,103,0,0,2345
224,2019-08-13,3,161,0,0,3383
224,2019-08-13,4,457,0,0,6615
224,2019-08-13,5,256,0,0,3531
224,2019-08-13,6,648,0,0,9653
224,2019-08-13,7,668,0,0,10606
224,2019-08-13,8,603,0,0,8907
224,2019-08-13,9,437,0,0,9153
224,2019-08-13,10,177,0,0,3820
224,2019-08-13,11,447,0,0,7180
224,2019-08-13,12,514,0,0,6911
224,2019-08-13,13,765,0,0,10995
225,2019-08-14,0,55,0,0,2493
225,2019-08-14,1,58,0,0,1747
225,2019-08-14,2,103,0,0,2344
225,2019-08-14,3,161,0,0,3383
225,2019-08-14,4,457,0,0,6615
225,2019-08-14,5,256,0,0,3531
225,2019-08-14,6,648,0,0,9653
225,2019-08-14,7,668,0,0,10606
225,2019-08-14,8,603,0,0,8907
225,2019-08-14,9,437,0,0,9153
225,2019-08-14,10,177,0,0,3820
225,2019-08-14,11,447,0,0,7180
225,2019-08-14,12,514,0,0,6911
225,2019-08-14,13,765,0,0,10995
226,2019-08-15,0,55,0,0,2493
226,2019-08-15,1,58,0,0,1747
226,2019-08-15,2,103,0,0,2344
226,2019-08-15,3,161,0,0,3383
226,2019-08-15,4,457,0,0,6615
226,2019-08-15,5,256,0,0,3531
226,2019-08-15,6,648,0,0,9653
226,2019-08-15,7,668,0,0,10606
226,2019-08-15,8,603,0,0,8907
226,2019-08-15,9,437,0,0,9153
226,2019-08-15,10,177,0,0,3820
226,2019-08-15,11,447,0,0,7180
226,2019-08-15,12,514,0,0,6911
226,2019-08-15,13,765,0,0,10994
227,2019-08-16,0,55,0,0,2493
227,2019-08-16,1,58,0,0,1747
227,2019-08-16,2,103,0,0,2344
227,2019-08-16,3,161,0,0,3383
227,2019-08-16,4,457,0,0,6615
227,2019-08-16,5,256,0,0,3531
227,2019-08-16,6,648,0,0,9652
227,2019-08-16,7,668,0,0,10606
227,2019-08-16,8,603,0,0,8907
227,2019-08-16,9,437,0,0,9153
227,2019-08-16,10,177,0,0,3820
227,2019-08-16,11,447,0,0,7180
227,2019-08-16,12,514,0,0,6911
227,2019-08-16,13,765,0,0,10994
228,2019-08-17,0,55,0,0,2493
228,2019-08-17,1,58,0,0,1747
228,2019-08-17,2,103,0,0,2344
228,2019-08-17,3,161,0,0,3383
228,2019-08-17,4,457,0,0,6614
228,2019-08-17,5,256,0,0,3531
228,2019-08-17,6,648,0,0,9651
228,2019-08-17,7,668,0,0,10606
228,2019-08-17,8,603,0,0,8907
228,2019-08-17,9,437,0,0,9153
228,2019-08-17,10,177,0,0,3820
228,2019-08-17,11,447,0,0,7180
228,2019-08-17,12,514,0,0,6911
228,2019-08-17,13,765,0,0,10994
229,2019-08-18,0,55,0,0,2493
229,2019-08-18,1,58,0,0,1747
229,2019-08-18,2,103,0,0,2344
229,2019-08-18,3,161,0,0,3382
229,2019-08-18,4,457,0,0,6614
229,2019-08-18,5,256,0,0,3531
229,2019-08-18,6,648,0,0,9651
229,2019-08-18,7,668,0,0,10605
229,2019-08-18,8,603,0,0,8907
229,2019-08-18,9,437,0,0,9152
229,2019-08-18,10,177,0,0,3820
229,2019-08-18,11,447,0,0,7180
229,2019-08-18,12,514,0,0,6911
229,2019-08-18,13,765,0,0,10994
230,2019-08-19,0,55,0,0,2493
230,2019-08-19,1,58,0,0,1747
230,2019-08-19,2,103,0,0,2344
230,2019-08-19,3,161,0,0,3382
230,2019-08-19,4,457,0,0,6614
230,2019-08-19,5,256,0,0,3531
230,2019-08-19,6,648,0,0,9651
230,2019-08-19,7,668,0,0,10604
230,2019-08-19,8,603,0,0,8907
230,2019-08-19,9,437,0,0,9152
230,2019-08-19,10,177,0,0,3819
230,2019-08-19,11,447,0,0,7180
230,2019-08-19,12,514,0,0,6911
230,2019-08-19,13,765,0,0,10994
231,2019-08-20,0,55,0,0,2493
231,2019-08-20,1,58,0,0,1747
231,2019-08-20,2,103,0,0,2344
231,2019-08-20,3,153,0,0,3361
231,2019-08-20,4,459,0,0,6613
231,2019-08-20,5,257,0,0,3530
231,2019-08-20,6,651,0,0,9651
231,2019-08-20,7,672,0,0,10604
231,2019-08-20,8,606,0,0,8906
231,2019-08-20,9,441,0,0,9152
231,2019-08-20,10,178,0,0,3819
231,2019-08-20,11,450,0,0,7180
231,2019-08-20,12,517,0,0,6910
231,2019-08-20,13,770,0,0,10994
232,2019-08-21,0,55,0,0,2492
232,2019-08-21,1,58,0,0,1747
232,2019-08-21,2,103,0,0,2344
232,2019-08-21,3,153,0,0,3361
232,2019-08-21,4,459,0,0,6613
232,2019-08-21,5,257,0,0,3530
232,2019-08-21,6,651,0,0,9651
232,2019-08-21,7,672,0,0,10604
232,2019-08-21,8,606,0,0,8906
232,2019-08-21,9,441,0,0,9152
232,2019-08-21,10,178,0,0,3819
232,2019-08-21,11,450,0,0,7180
232,2019-08-21,12,517,0,0,6910
232,2019-08-21,13,770,0,0,10992
233,2019-08-22,0,55,0,0,2492
233,2019-08-22,1,58,0,0,1746
233,2019-08-22,2,103,0,0,2344
233,2019-08-22,3,153,0,0,3361
233,2019-08-22,4,459,0,0,6613
233,2019-08-22,5,257,0,0,3530
233,2019-08-22,6,651,0,0,9651
233,2019-08-22,7,672,0,0,10604
233,2019-08-22,8,606,0,0,8906
233,2019-08-22,9,441,0,0,9152
233,2019-08-22,10,178,0,0,3819
233,2019-08-22,11,450,0,0,7179
233,2019-08-22,12,517,0,0,6910
233,2019-08-22,13,770,0,0,10992
234,2019-08-23,0,55,0,0,2492
234,2019-08-23,1,58,0,0,1746
234,2019-08-23,2,103,0,0,2344
234,2019-08-23,3,153,0,0,3361
234,2019-08-23,4,459,0,0,6612
234,2019-08-23,5,257,0,0,3530
234,2019-08-23,6,651,0,0,9650
234,2019-08-23,7,672,0,0,10604
234,2019-08-23,8,606,0,0,8905
234,2019-08-23,9,441,0,0,9152
234,2019-08-23,10,178,0,0,3819
234,2019-08-23,11,450,0,0,7179
234,2019-08-23,12,517,0,0,6910
234,2019-08-23,13,770,0,0,10992
235,2019-08-24,0,55,0,0,2492
235,2019-08-24,1,58,0,0,1746
235,2019-08-24,2,103,0,0,2344
235,2019-08-24,3,153,0,0,3361
235,2019-08-24,4,459,0,0,6612
235,2019-08-24,5,257,0,0,3530
235,2019-08-24,6,651,0,0,9650
235,2019-08-24,7,672,0,0,10604
235,2019-08-24,8,606,0,0,8905
235,2019-08-24,9,441,0,0,9152
235,2019-08-24,10,178,0,0,3819
235,2019-08-24,11,450,0,0,7178
235,2019-08-24,12,517,0,0,6910
235,2019-08-24,13,770,0,0,10992
236,2019-08-25,0,55,0,0,2492
236,2019-08-25,1,58,0,0,1746
236,2019-08-25,2,103,0,0,2343
236,2019-08-25,3,153,0,0,3361
236,2019-08-25,4,459,0,0,6612
236,2019-08-25,5,257,0,0,3530
236,2019-08-25,6,651,0,0,9650
236,2019-08-25,7,672,0,0,10603
236,2019-08-25,8,606,0,0,8905
236,2019-08-25,9,441,0,0,9150
236,2019-08-25,10,178,0,0,3819
236,2019-08-25,11,450,0,0,7178
236,2019-08-25,12,517,0,0,6910
236,2019-08-25,13,770,0,0,10992
237,2019-08-26,0,55,0,0,2492
237,2019-08-26,1,58,0,0,1746
237,2019-08-26,2,103,0,0,2343
237,2019-08-26,3,153,0,0,3361
237,2019-08-26,4,459,0,0,6612
237,2019-08-26,5,257,0,0,3530
237,2019-08-26,6,651,0,0,9650
237,2019-08-26,7,672,0,0,10603
237,2019-08-26,8,606,0,0,8905
237,2019-08-26,9,441,0,0,9150
237,2019-08-26,10,178,0,0,3819
237,2019-08-26,11,450,0,0,7178
237,2019-08-26,12,517,0,0,6910
237,2019-08-26,13,770,0,0,10992
238,2019-08-27,0,55,0,0,2492
238,2019-08-27,1,58,0,0,1746
238,2019-08-27,2,103,0,0,2343
238,2019-08-27,3,146,0,0,3339
238,2019-08-27,4,461,0,0,6612
238,2019-08-27,5,258,0,0,3530
238,2019-08-27,6,654,0,0,9649
238,2019-08-27,7,677,0,0,10603
238,2019-08-27,8,609,0,0,8904
238,2019-08-27,9,444,0,0,9150
238,2019-08-27,10,179,0,0,3819
238,2019-08-27,11,453,0,0,7178
238,2019-08-27,12,519,0,0,6910
238,2019-08-27,13,775,0,0,10991
239,2019-08-28,0,55,0,0,2492
239,2019-08-28,1,58,0,0,1746
239,2019-08-28,2,103,0,0,2343
239,2019-08-28,3,146,0,0,3339
239,2019-08-28,4,461,0,0,6612
239,2019-08-28,5,258,0,0,3530
239,2019-08-28,6,654,0,0,9648
239,2019-08-28,7,677,0,0,10603
239,2019-08-28,8,609,0,0,8904
239,2019-08-28,9,444,0,0,9150
239,2019-08-28,10,179,0,0,3819
239,2019-08-28,11,453,0,0,7178
239,2019-08-28,12,519,0,0,6910
239,2019-08-28,13,775,0,0,10991
240,2019-08-29,0,55,0,0,2492
240,2019-08-29,1,58,0,0,1746
240,2019-08-29,2,103,0,0,2343
240,2019-08-29,3,146,0,0,3339
240,2019-08-29,4,461,0,0,6611
240,2019-08-29,5,258,0,0,3530
240,2019-08-29,6,654,0,0,9648
240,2019-08-29,7,677,0,0,10603
240,2019-08-29,8,609,0,0,8904
240,2019-08-29,9,444,0,0,9150
240,2019-08-29,10,179,0,0,3819
240,2019-08-29,11,453,0,0,7178
240,2019-08-29,12,519,0,0,6910
240,2019-08-29,13,775,0,0,10991
241,2019-08-30,0,55,0,0,2492
241,2019-08-30,1,58,0,0,1746
241,2019-08-30,2,103,0,0,2342
241,2019-08-30,3,146,0,0,3339
241,2019-08-30,4,461,0,0,6611
241,2019-08-30,5,258,0,0,3530
241,2019-08-30,6,654,0,0,9648
241,2019-08-30,7,677,0,0,10603
241,2019-08-30,8,609,0,0,8904
241,2019-08-30,9,444,0,0,9150
241,2019-08-30,10,179,0,0,3819
241,2019-08-30,11,453,0,0,7178
241,2019-08-30,12,519,0,0,6909
241,2019-08-30,13,775,0,0,10991
242,2019-08-31,0,55,0,0,2492
242,2019-08-31,1,58,0,0,1746
242,2019-08-31,2,103,0,0,2342
242,2019-08-31,3,146,0,0,3339
242,2019-08-31,4,461,0,0,6611
242,2019-08-31,5,258,0,0,3530
242,2019-08-31,6,654,0,0,9648
242,2019-08-31,7,677,0,0,10603
242,2019-08-31,8,609,0,0,8904
242,2019-08-31,9,444,0,0,9150
242,2019-08-31,10,179,0,0,3819
242,2019-08-31,11,453,0,0,7177
242,2019-08-31,12,519,0,0,6909
242,2019-08-31,13,775,0,0,10991
243,2019-09-01,0,55,0,0,2491
243,2019-09-01,1,58,0,0,1746
243,2019-09-01,2,103,0,0,2342
243,2019-09-01,3,146,0,0,3339
243,2019-09-01,4,461,0,0,6611
243,2019-09-01,5,258,0,0,3529
243,2019-09-01,6,654,0,0,9647
243,2019-09-01,7,677,0,0,10602
243,2019-09-01,8,609,0,0,8904
243,2019-09-01,9,444,0,0,9150
243,2019-09-01,10,179,0,0,3819
243,2019-09-01,11,453,0,0,7177
243,2019-09-01,12,519,0,0,6909
243,2019-09-01,13,775,0,0,10991
244,2019-09-02,0,55,0,0,2491
244,2019-09-02,1,58,0,0,1746
244,2019-09-02,2,103,0,0,2342
244,2019-09-02,3,146,0,0,3339
244,2019-09-02,4,461,0,0,6611
244,2019-09-02,5,258,0,0,3529
244,2019-09-02,6,654,0,0,9647
244,2019-09-02,7,677,0,0,10602
244,2019-09-02,8,609,0,0,8904
244,2019-09-02,9,444,0,0,9149
244,2019-09-02,10,179,0,0,3818
244,2019-09-02,11,453,0,0,7177
244,2019-09-02,12,519,0,0,6909
244,2019-09-02,13,775,0,0,10991
245,2019-09-03,0,56,0,0,2491
245,2019-09-03,1,58,0,0,1746
245,2019-09-03,2,103,0,0,2342
245,2019-09-03,3,145,0,0,3311
245,2019-09-03,4,463,0,0,6610
245,2019-09-03,5,258,0,0,3529
245,2019-09-03,6,658,0,0,9646
245,2019-09-03,7,682,0,0,10602
245,2019-09-03,8,612,0,0,8904
245,2019-09-03,9,447,0,0,9149
245,2019-09-03,10,181,0,0,3818
245,2019-09-03,11,455,0,0,7177
245,2019-09-03,12,522,0,0,6909
245,2019-09-03,13,779,0,0,10990
246,2019-09-04,0,56,0,0,2491
246,2019-09-04,1,58,0,0,1746
246,2019-09-04,2,103,0,0,2342
246,2019-09-04,3,145,0,0,3311
246,2019-09-04,4,463,0,0,6610
246,2019-09-04,5,258,0,0,3529
246,2019-09-04,6,658,0,0,9646
246,2019-09-04,7,682,0,0,10602
246,2019-09-04,8,612,0,0,8903
246,2019-09-04,9,447,0,0,9149
246,2019-09-04,10,181,0,0,3818
246,2019-09-04,11,455,0,0,7177
246,2019-09-04,12,522,0,0,6909
246,2019-09-04,13,779,0,0,10990
247,2019-09-05,0,56,0,0,2491
247,2019-09-05,1,58,0,0,1746
247,2019-09-05,2,103,0,0,2342
247,2019-09-05,3,145,0,0,3311
247,2019-09-05,4,463,0,0,6610
247,2019-09-05,5,258,0,0,3529
247,2019-09-05,6,658,0,0,9646
247,2019-09-05,7,682,0,0,10601
247,2019-09-05,8,612,0,0,8903
247,2019-09-05,9,447,0,0,9149
247,2019-09-05,10,181,0,0,3818
247,2019-09-05,11,455,0,0,7177
247,2019-09-05,12,522,0,0,6909
247,2019-09-05,13,779,0,0,10990
248,2019-09-06,0,56,0,0,2491
248,2019-09-06,1,58,0,0,1746
248,2019-09-06,2,103,0,0,2341
248,2019-09-06,3,145,0,0,3310
248,2019-09-06,4,463,0,0,6609
248,2019-09-06,5,258,0,0,3528
248,2019-09-06,6,658,0,0,9646
248,2019-09-06,7,682,0,0,10601
248,2019-09-06,8,612,0,0,8903
248,2019-09-06,9,447,0,0,9149
248,2019-09-06,10,181,0,0,3817
248,2019-09-06,11,455,0,0,7177
248,2019-09-06,12,522,0,0,6908
248,2019-09-06,13,779,0,0,10990
249,2019-09-07,0,56,0,0,2491
249,2019-09-07,1,58,0,0,1745
249,2019-09-07,2,103,0,0,2341
249,2019-09-07,3,145,0,0,3310
249,2019-09-07,4,463,0,0,6609
249,2019-09-07,5,258,0,0,3528
249,2019-09-07,6,658,0,0,9646
249,2019-09-07,7,682,0,0,10600
